Academic Year,University,Type of project,New or ongoing research projects,Source of research funding,Unit,Value,Remarks
2014/15,Lingnan University,Research grants,On-going,Other RGC Grants,Amount (HK$ million),20,
2014/15,Lingnan University,Research grants,On-going,RGC Direct,Amount (HK$ million),1,
2014/15,The Chinese University of Hong Kong,Research contracts,New,HKSAR Government,Amount (HK$ million),111,
2014/15,The Chinese University of Hong Kong,Research contracts,New,Hong Kong — other,Amount (HK$ million),6,
2014/15,The Chinese University of Hong Kong,Research contracts,New,Hong Kong charities/foundations,Amount (HK$ million),1,
2014/15,The Chinese University of Hong Kong,Research contracts,New,Hong Kong Industry,Amount (HK$ million),82,
2014/15,The Chinese University of Hong Kong,Research contracts,New,Non-HK,Amount (HK$ million),26,
2014/15,The Chinese University of Hong Kong,Research contracts,On-going,HKSAR Government,Amount (HK$ million),321,
2014/15,The Chinese University of Hong Kong,Research contracts,On-going,Hong Kong — other,Amount (HK$ million),44,
2014/15,The Chinese University of Hong Kong,Research contracts,On-going,Hong Kong charities/foundations,Amount (HK$ million),7,
2014/15,The Chinese University of Hong Kong,Research contracts,On-going,Hong Kong Industry,Amount (HK$ million),227,
2014/15,The Chinese University of Hong Kong,Research contracts,On-going,Non-HK,Amount (HK$ million),104,
2014/15,The Chinese University of Hong Kong,Research grants,New,Block Grant,Amount (HK$ million),47,
2014/15,The Chinese University of Hong Kong,Research grants,New,HKSAR Government,Amount (HK$ million),166,
2014/15,The Chinese University of Hong Kong,Research grants,New,Hong Kong — other,Amount (HK$ million),10,
2014/15,The Chinese University of Hong Kong,Research grants,New,Hong Kong charities/foundations,Amount (HK$ million),207,
2014/15,The Chinese University of Hong Kong,Research grants,New,Hong Kong Industry,Amount (HK$ million),4,
2014/15,The Chinese University of Hong Kong,Research grants,New,Non-HK,Amount (HK$ million),17,
2014/15,The Chinese University of Hong Kong,Research grants,New,Other RGC Grants,Amount (HK$ million),238,
2014/15,The Chinese University of Hong Kong,Research grants,New,Other UGC Grants,Amount (HK$ million),11,
2014/15,The Chinese University of Hong Kong,Research grants,On-going,Block Grant,Amount (HK$ million),388,
2014/15,The Chinese University of Hong Kong,Research grants,On-going,HKSAR Government,Amount (HK$ million),451,
2014/15,The Chinese University of Hong Kong,Research grants,On-going,Hong Kong — other,Amount (HK$ million),197,
2014/15,The Chinese University of Hong Kong,Research grants,On-going,Hong Kong charities/foundations,Amount (HK$ million),446,
2014/15,The Chinese University of Hong Kong,Research grants,On-going,Hong Kong Industry,Amount (HK$ million),65,
2014/15,The Chinese University of Hong Kong,Research grants,On-going,Non-HK,Amount (HK$ million),53,
2014/15,The Chinese University of Hong Kong,Research grants,On-going,Other RGC Grants,Amount (HK$ million),845,
2014/15,The Chinese University of Hong Kong,Research grants,On-going,Other UGC Grants,Amount (HK$ million),246,
2014/15,The Chinese University of Hong Kong,Research grants,On-going,RGC Direct,Amount (HK$ million),1,
2014/15,The Education University of Hong Kong,Research contracts,New,Hong Kong — other,Amount (HK$ million),*,‘*’ denotes magnitude of less than 0.5. 
2014/15,The Education University of Hong Kong,Research contracts,New,Hong Kong charities/foundations,Amount (HK$ million),19,
2014/15,The Education University of Hong Kong,Research contracts,New,Hong Kong Industry,Amount (HK$ million),1,
2014/15,The Education University of Hong Kong,Research contracts,New,Non-HK,Amount (HK$ million),2,
2014/15,The Education University of Hong Kong,Research contracts,On-going,Hong Kong — other,Amount (HK$ million),2,
2014/15,The Education University of Hong Kong,Research contracts,On-going,Hong Kong charities/foundations,Amount (HK$ million),25,
2014/15,The Education University of Hong Kong,Research contracts,On-going,Hong Kong Industry,Amount (HK$ million),2,
2014/15,The Education University of Hong Kong,Research contracts,On-going,Non-HK,Amount (HK$ million),3,
2014/15,The Education University of Hong Kong,Research grants,New,Block Grant,Amount (HK$ million),14,
2014/15,The Education University of Hong Kong,Research grants,New,HKSAR Government,Amount (HK$ million),14,
2014/15,The Education University of Hong Kong,Research grants,New,Hong Kong — other,Amount (HK$ million),*,‘*’ denotes magnitude of less than 0.5. 
2014/15,The Education University of Hong Kong,Research grants,New,Other RGC Grants,Amount (HK$ million),19,
2014/15,The Education University of Hong Kong,Research grants,New,Other UGC Grants,Amount (HK$ million),4,
2014/15,The Education University of Hong Kong,Research grants,New,RGC Direct,Amount (HK$ million),2,
2014/15,The Education University of Hong Kong,Research grants,On-going,Block Grant,Amount (HK$ million),26,
2014/15,The Education University of Hong Kong,Research grants,On-going,HKSAR Government,Amount (HK$ million),46,
2014/15,The Education University of Hong Kong,Research grants,On-going,Hong Kong — other,Amount (HK$ million),1,
2014/15,The Education University of Hong Kong,Research grants,On-going,Other RGC Grants,Amount (HK$ million),59,
2014/15,The Education University of Hong Kong,Research grants,On-going,Other UGC Grants,Amount (HK$ million),12,
2014/15,The Education University of Hong Kong,Research grants,On-going,RGC Direct,Amount (HK$ million),7,
2014/15,The Hong Kong Polytechnic University,Research contracts,New,HKSAR Government,Amount (HK$ million),141,
2014/15,The Hong Kong Polytechnic University,Research contracts,New,Hong Kong — other,Amount (HK$ million),7,
2014/15,The Hong Kong Polytechnic University,Research contracts,New,Hong Kong charities/foundations,Amount (HK$ million),2,
2014/15,The Hong Kong Polytechnic University,Research contracts,New,Hong Kong Industry,Amount (HK$ million),54,
2014/15,The Hong Kong Polytechnic University,Research contracts,New,Non-HK,Amount (HK$ million),57,
2014/15,The Hong Kong Polytechnic University,Research contracts,On-going,HKSAR Government,Amount (HK$ million),330,
2014/15,The Hong Kong Polytechnic University,Research contracts,On-going,Hong Kong — other,Amount (HK$ million),23,
2014/15,The Hong Kong Polytechnic University,Research contracts,On-going,Hong Kong charities/foundations,Amount (HK$ million),3,
2014/15,The Hong Kong Polytechnic University,Research contracts,On-going,Hong Kong Industry,Amount (HK$ million),164,
2014/15,The Hong Kong Polytechnic University,Research contracts,On-going,Non-HK,Amount (HK$ million),191,
2014/15,The Hong Kong Polytechnic University,Research grants,New,Block Grant,Amount (HK$ million),110,
2014/15,The Hong Kong Polytechnic University,Research grants,New,HKSAR Government,Amount (HK$ million),34,
2014/15,The Hong Kong Polytechnic University,Research grants,New,Hong Kong — other,Amount (HK$ million),39,
2014/15,The Hong Kong Polytechnic University,Research grants,New,Hong Kong charities/foundations,Amount (HK$ million),11,
2014/15,The Hong Kong Polytechnic University,Research grants,New,Hong Kong Industry,Amount (HK$ million),4,
2014/15,The Hong Kong Polytechnic University,Research grants,New,Non-HK,Amount (HK$ million),69,
2014/15,The Hong Kong Polytechnic University,Research grants,New,Other RGC Grants,Amount (HK$ million),121,
2014/15,The Hong Kong Polytechnic University,Research grants,New,Other UGC Grants,Amount (HK$ million),4,
2014/15,The Hong Kong Polytechnic University,Research grants,On-going,Block Grant,Amount (HK$ million),358,
2014/15,The Hong Kong Polytechnic University,Research grants,On-going,HKSAR Government,Amount (HK$ million),143,
2014/15,The Hong Kong Polytechnic University,Research grants,On-going,Hong Kong — other,Amount (HK$ million),172,
2014/15,The Hong Kong Polytechnic University,Research grants,On-going,Hong Kong charities/foundations,Amount (HK$ million),98,
2014/15,The Hong Kong Polytechnic University,Research grants,On-going,Hong Kong Industry,Amount (HK$ million),16,
2014/15,The Hong Kong Polytechnic University,Research grants,On-going,Non-HK,Amount (HK$ million),123,
2014/15,The Hong Kong Polytechnic University,Research grants,On-going,Other RGC Grants,Amount (HK$ million),393,
2014/15,The Hong Kong Polytechnic University,Research grants,On-going,Other UGC Grants,Amount (HK$ million),14,
2014/15,The Hong Kong Polytechnic University,Research grants,On-going,RGC Direct,Amount (HK$ million),10,
2014/15,The Hong Kong University of Science and Technology,Research contracts,New,HKSAR Government,Amount (HK$ million),31,
2014/15,The Hong Kong University of Science and Technology,Research contracts,New,Hong Kong — other,Amount (HK$ million),1,
2014/15,The Hong Kong University of Science and Technology,Research contracts,New,Hong Kong charities/foundations,Amount (HK$ million),*,‘*’ denotes magnitude of less than 0.5. 
2014/15,The Hong Kong University of Science and Technology,Research contracts,New,Hong Kong Industry,Amount (HK$ million),21,
2014/15,The Hong Kong University of Science and Technology,Research contracts,New,Non-HK,Amount (HK$ million),34,
2014/15,The Hong Kong University of Science and Technology,Research contracts,On-going,HKSAR Government,Amount (HK$ million),46,
2014/15,The Hong Kong University of Science and Technology,Research contracts,On-going,Hong Kong — other,Amount (HK$ million),1,
2014/15,The Hong Kong University of Science and Technology,Research contracts,On-going,Hong Kong charities/foundations,Amount (HK$ million),*,‘*’ denotes magnitude of less than 0.5. 
2014/15,The Hong Kong University of Science and Technology,Research contracts,On-going,Hong Kong Industry,Amount (HK$ million),181,
2014/15,The Hong Kong University of Science and Technology,Research contracts,On-going,Non-HK,Amount (HK$ million),79,
2014/15,The Hong Kong University of Science and Technology,Research grants,New,Block Grant,Amount (HK$ million),62,
2014/15,The Hong Kong University of Science and Technology,Research grants,New,HKSAR Government,Amount (HK$ million),89,
2014/15,The Hong Kong University of Science and Technology,Research grants,New,Hong Kong — other,Amount (HK$ million),6,
2014/15,The Hong Kong University of Science and Technology,Research grants,New,Hong Kong charities/foundations,Amount (HK$ million),7,
2014/15,The Hong Kong University of Science and Technology,Research grants,New,Hong Kong Industry,Amount (HK$ million),13,
2014/15,The Hong Kong University of Science and Technology,Research grants,New,Non-HK,Amount (HK$ million),81,
2014/15,The Hong Kong University of Science and Technology,Research grants,New,Other RGC Grants,Amount (HK$ million),168,
2014/15,The Hong Kong University of Science and Technology,Research grants,New,Other UGC Grants,Amount (HK$ million),16,
2014/15,The Hong Kong University of Science and Technology,Research grants,On-going,Block Grant,Amount (HK$ million),202,
2014/15,The Hong Kong University of Science and Technology,Research grants,On-going,HKSAR Government,Amount (HK$ million),247,
2014/15,The Hong Kong University of Science and Technology,Research grants,On-going,Hong Kong — other,Amount (HK$ million),102,
2014/15,The Hong Kong University of Science and Technology,Research grants,On-going,Hong Kong charities/foundations,Amount (HK$ million),27,
2014/15,The Hong Kong University of Science and Technology,Research grants,On-going,Hong Kong Industry,Amount (HK$ million),73,
2014/15,The Hong Kong University of Science and Technology,Research grants,On-going,Non-HK,Amount (HK$ million),301,
2014/15,The Hong Kong University of Science and Technology,Research grants,On-going,Other RGC Grants,Amount (HK$ million),625,
2014/15,The Hong Kong University of Science and Technology,Research grants,On-going,Other UGC Grants,Amount (HK$ million),68,
2014/15,The Hong Kong University of Science and Technology,Research grants,On-going,RGC Direct,Amount (HK$ million),11,
2014/15,The University of Hong Kong,Research contracts,New,HKSAR Government,Amount (HK$ million),15,
2014/15,The University of Hong Kong,Research contracts,New,Hong Kong — other,Amount (HK$ million),4,
2014/15,The University of Hong Kong,Research contracts,New,Hong Kong charities/foundations,Amount (HK$ million),4,
2014/15,The University of Hong Kong,Research contracts,New,Hong Kong Industry,Amount (HK$ million),13,
